1,65,61,72,84,81,79
2,77,77,76,64,70,55
3,67,63,49,65,67,57
4,80,69,75,74,74,63
5,74,70,80,84,81,74
6,78,84,75,62,71,64
7,66,71,67,52,65,57
8,77,71,57,72,86,71
9,83,100,79,41,67,50
